STATE,COUNTY,POP,CASES,PCI,MHI,OVER65
Iowa,Tama County,17767,14,25311,51670,3274
Missouri,Taney County,51675,52,20231,38461,1144
Louisiana,Tangipahoa Parish,121097,94,21273,40654,13803
New Mexico,Taos County,32937,14,21333,32637,5627
Texas,Tarrant County,1809034,937,28266,56853,161385
Mississippi,Tate County,28886,27,20431,41494,3577
Georgia,Tattnall County,25520,20,15280,37587,2971
Florida,Taylor County,22570,27,17045,36356,3528
Georgia,Taylor County,8906,9,17078,27455,1330
Iowa,Taylor County,6317,5,23793,43804,1327
Kentucky,Taylor County,24512,34,18790,36384,3923
Texas,Taylor County,131506,83,23141,44891,17354
West Virginia,Taylor County,16895,17,20848,39536,2744
Wisconsin,Taylor County,20689,14,23032,44869,3334
Illinois,Tazewell County,135394,147,28037,56067,21139
Virginia,Tazewell County,45078,43,21358,35693,580
California,Tehama County,63463,54,20439,41924,10071
Georgia,Telfair County,16500,11,12489,26634,2251
Colorado,Teller County,23350,11,31075,59040,3023
Louisiana,Tensas Parish,5252,6,17175,27543,908
Louisiana,Terrebonne Parish,111860,94,24114,49960,12566
Georgia,Terrell County,9315,8,16836,32628,1388
Texas,Terrell County,984,2,31578,39479,205
Texas,Terry County,12651,7,21201,37679,1827
Idaho,Teton County,10170,2,22436,53931,664
Montana,Teton County,6073,6,22799,43327,1261
Wyoming,Teton County,21294,4,43444,68078,2098
Missouri,Texas County,26008,24,17868,36082,9150
Oklahoma,Texas County,20640,9,22064,49901,2115
Nebraska,Thayer County,5228,5,26965,44422,1347
Georgia,Thomas County,44720,47,19983,34035,6740
Kansas,Thomas County,7900,,26903,48187,1216
Nebraska,Thomas County,647,2,30116,55089,135
Texas,Throckmorton County,1641,2,24086,39286,403
Nebraska,Thurston County,6940,2,17106,41400,825
Washington,Thurston County,252264,184,29744,62229,32764
Georgia,Tift County,40118,37,18933,34591,5123
Oregon,Tillamook County,25250,24,22452,43676,5273
Oklahoma,Tillman County,7992,7,18035,36354,1414
New York,Tioga County,51125,44,27230,55726,8032
Pennsylvania,Tioga County,41981,40,22621,44187,7562
Mississippi,Tippah County,22232,24,18493,34636,3255
Indiana,Tippecanoe County,172780,92,23691,44246,16379
Indiana,Tipton County,15936,19,25093,52686,2738
Tennessee,Tipton County,61081,55,23054,52423,6760
Mississippi,Tishomingo County,19593,25,18338,32592,3534
Texas,Titus County,32334,17,19356,42939,3731
Kentucky,Todd County,12460,13,17846,41541,1772
Minnesota,Todd County,24895,,22383,45000,4327
South Dakota,Todd County,9612,2,10575,31934,593
Connecticut,Tolland County,152691,97,34392,80529,18220
Texas,Tom Green County,110224,73,23712,44545,15265
New York,Tompkins County,101564,56,27418,51393,10929
Utah,Tooele County,58218,16,22252,61412,4379
Montana,Toole County,5324,3,23162,46972,739
Georgia,Toombs County,27223,25,18716,31189,3742
New Mexico,Torrance County,16383,12,18675,31161,2326
North Dakota,Towner County,2246,2,33357,55521,552
Georgia,Towns County,10471,17,20419,36570,3061
North Dakota,Traill County,8121,6,27098,48767,1521
North Carolina,Transylvania County,33090,39,23757,41781,8539
Minnesota,Traverse County,3558,,28030,45714,937
Texas,Travis County,1024266,356,33206,58025,74759
Montana,Treasure County,718,2,23948,37105,171
Kansas,Trego County,3001,,23095,45714,703
Wisconsin,Trempealeau County,28816,21,25017,49143,4567
Georgia,Treutlen County,6885,6,19410,37894,940
Kentucky,Trigg County,14339,17,25527,45629,2727
Kentucky,Trimble County,8809,11,22070,49718,1140
California,Trinity County,13786,14,22905,36890,2769
Texas,Trinity County,14585,24,18730,34555,3272
South Dakota,Tripp County,5644,5,23270,39324,1187
Georgia,Troup County,67044,57,21443,41161,8303
Tennessee,Trousdale County,7870,12,20491,43034,1065
Ohio,Trumbull County,210312,226,22568,42880,36617
West Virginia,Tucker County,7141,8,21126,37635,1501
California,Tulare County,442179,149,17894,42708,41779
Oklahoma,Tulsa County,603403,440,27676,48181,72856
Mississippi,Tunica County,10778,8,15549,31446,1019
California,Tuolumne County,55365,40,25943,48426,11294
Georgia,Turner County,8930,11,17609,28326,1401
South Dakota,Turner County,8347,6,25406,51925,1583
Alabama,Tuscaloosa County,194656,125,22637,45408,21050
Ohio,Tuscarawas County,92582,83,21966,43739,15172
Michigan,Tuscola County,55729,54,20767,43039,8831
Georgia,Twiggs County,9023,11,17952,31234,1459
Idaho,Twin Falls County,77230,44,20588,43886,10706
Texas,Tyler County,21766,23,19612,39940,4129
West Virginia,Tyler County,9208,9,20704,39206,1700
North Carolina,Tyrrell County,4407,5,16658,34216,742
Wyoming,Uinta County,21118,7,25513,58515,1874
Utah,Uintah County,32588,7,23805,62067,2997
New York,Ulster County,182493,172,30442,58590,27044
Oregon,Umatilla County,75889,47,20836,48389,9657
Tennessee,Unicoi County,18313,20,20152,32292,3601
Arkansas,Union County,41639,43,20718,37435,6481
Florida,Union County,15535,36,13590,42660,1554
Georgia,Union County,21356,30,22156,40009,5675
Illinois,Union County,17808,25,21719,41848,3235
Indiana,Union County,7516,5,20883,44161,1087
Iowa,Union County,12534,14,23007,44838,2267
Kentucky,Union County,15007,16,19464,39125,2057
Mississippi,Union County,27134,28,19412,35828,3923
New Jersey,Union County,536499,274,19273,38373,67761
New Mexico,Union County,4549,2,35089,68507,813
North Carolina,Union County,201292,122,18472,38902,19466
Ohio,Union County,52300,37,28894,65892,4943
Oregon,Union County,25748,14,28852,65086,4308
Pennsylvania,Union County,44947,27,22684,42542,6654
South Carolina,Union County,28961,34,22259,48528,4769
South Dakota,Union County,14399,12,19037,32556,2022
Tennessee,Union County,19109,29,36167,63468,2632
Louisiana,Union Parish,22721,23,17426,34399,3750
Texas,Upshur County,39309,41,22483,46600,6191
West Virginia,Upshur County,24254,28,19498,39381,4044
Georgia,Upson County,27153,29,17978,35329,4252
Texas,Upton County,3355,2,22953,51750,493
Utah,Utah County,516564,62,20774,60196,33457
Texas,Uvalde County,26405,12,17479,34902,3896
Texas,Val Verde County,48879,17,17867,40450,6052
Alaska,Valdez-Cordova Census Area,9636,7,32579,74878,798
New Mexico,Valencia County,76569,42,19623,42506,9742
Idaho,Valley County,9862,7,25785,50473,1659
Montana,Valley County,7369,7,25685,47181,1525
Nebraska,Valley County,4260,4,23227,40445,1006
Arkansas,Van Buren County,17295,27,18782,32517,3923
Iowa,Van Buren County,7570,10,21368,43181,1498
Michigan,Van Buren County,76258,71,21732,45129,10523
Tennessee,Van Buren County,5548,6,19450,33547,942
Ohio,Van Wert County,28744,23,22790,45355,4688
Texas,Van Zandt County,52579,60,21920,43439,9447
North Carolina,Vance County,45422,47,17905,34987,6421
Indiana,Vanderburgh County,179703,175,24378,43540,25896
Pennsylvania,Venango County,54984,57,22060,41977,9884
California,Ventura County,823318,359,32930,76544,96309
Illinois,Vermilion County,81625,99,21225,41400,13302
Louisiana,Vermilion Parish,57999,48,22589,44665,7508
Indiana,Vermillion County,16212,21,22875,42524,2736
Missouri,Vernon County,21159,23,21396,46572,4682
Wisconsin,Vernon County,29773,24,19734,38679,4962
Louisiana,Vernon Parish,52334,39,22680,45488,4929
Texas,Victoria County,86793,62,24700,50364,11664
Indiana,Vigo County,107848,101,21192,40692,14511
Wisconsin,Vilas County,21430,33,26252,40833,5556
Ohio,Vinton County,13435,20,18101,36705,1879
Virginia,Virginia Beach city,437994,307,31934,65219,3676
Florida,Volusia County,494593,588,23973,42457,104289
Illinois,Wabash County,11947,11,24096,47365,2132
Indiana,Wabash County,32888,28,21201,45286,5952
Minnesota,Wabasha County,21676,,28282,53057,3692
Kansas,Wabaunsee County,7053,,24199,54694,1111
Minnesota,Wadena County,13843,,20329,36928,2918
Oklahoma,Wagoner County,73085,64,24874,55723,9139
Washington,Wahkiakum County,3978,3,22334,41815,1015
North Carolina,Wake County,900993,461,33166,66006,76549
Florida,Wakulla County,30776,29,21797,52691,3339
Maine,Waldo County,38786,43,22853,42221,6280
Alabama,Walker County,67023,89,20698,37566,10894
Georgia,Walker County,68756,76,20865,39963,10302
Texas,Walker County,67861,42,16330,37617,6980
Washington,Walla Walla County,58781,37,23809,46597,8778
Kansas,Wallace County,1485,,25429,47454,303
Texas,Waller County,43205,23,22412,50097,4396
Oregon,Wallowa County,7008,5,23131,41994,1626
North Dakota,Walsh County,11119,11,29072,48592,2237
Mississippi,Walthall County,15443,10,16850,31090,2445
Florida,Walton County,55043,58,25845,43640,8943
Georgia,Walton County,83768,68,22824,52369,10092
South Dakota,Walworth County,5438,3,25915,41826,1303
Wisconsin,Walworth County,102228,77,27130,54020,13757
Iowa,Wapello County,35625,40,22699,41425,5856
North Dakota,Ward County,61675,37,28557,56580,8026
Texas,Ward County,10658,9,22278,42568,1575
Georgia,Ware County,36312,37,18842,34572,5531
Georgia,Warren County,5834,6,17884,27796,1047
Illinois,Warren County,17707,16,21832,43536,3016
Indiana,Warren County,8508,8,27390,52317,1412
Iowa,Warren County,46225,31,29088,62535,6159
Kentucky,Warren County,113792,95,23853,44135,12440
Mississippi,Warren County,48773,43,22362,41025,6258
Missouri,Warren County,32513,33,24692,50830,3476
New Jersey,Warren County,108692,89,33555,70912,15292
New York,Warren County,65707,81,30351,55904,11247
North Carolina,Warren County,20972,23,19052,34285,3961
Ohio,Warren County,212693,151,33172,72487,22936
Pennsylvania,Warren County,41815,39,24179,43764,7840
Tennessee,Warren County,39839,40,19531,34641,6025
Virginia,Warren County,37575,36,28889,61610,2703
Indiana,Warrick County,59689,50,29927,62351,7958
Utah,Wasatch County,23530,6,25777,65050,2017
Oregon,Wasco County,25213,26,22844,43765,4450
Minnesota,Waseca County,19136,,25723,53657,2819
Wyoming,Washakie County,8533,5,28308,47104,1508
Wisconsin,Washburn County,15911,19,24850,41924,3380
Alabama,Washington County,17581,13,20395,42156,2590
Arkansas,Washington County,203065,135,23264,41248,19641
Colorado,Washington County,4814,2,24977,44683,928
Florida,Washington County,24896,25,17385,38501,3827
Georgia,Washington County,21187,18,17515,33652,2881
Idaho,Washington County,10198,9,20380,37453,2091
Illinois,Washington County,14716,13,26325,52832,2503
Indiana,Washington County,28262,30,21370,41986,3827
Iowa,Washington County,21704,16,26459,54554,3758
Kansas,Washington County,5799,,22621,42515,1343
Kentucky,Washington County,11717,13,19837,40845,1862
Maine,Washington County,32856,47,20807,37236,6426
Maryland,Washington County,147430,130,26532,55609,8958
Minnesota,Washington County,238136,,36706,81540,24984
Mississippi,Washington County,51137,48,16671,28093,6295
Missouri,Washington County,25195,30,17703,34702,4749
Nebraska,Washington County,20234,15,29328,65409,2841
New York,Washington County,63216,63,24168,52361,9707
North Carolina,Washington County,13228,14,18779,34936,2414
Ohio,Washington County,61778,77,23496,42834,10794
Oklahoma,Washington County,50976,50,27053,48687,9083
Oregon,Washington County,529710,243,31078,64180,53109
Pennsylvania,Washington County,207820,213,28433,53693,36366
Rhode Island,Washington County,126979,115,37023,72138,19017
Tennessee,Washington County,122979,119,25355,42075,18761
Texas,Washington County,33718,20,23070,44858,6199
Utah,Washington County,138115,56,21472,49279,23826
Vermont,Washington County,59534,49,29761,57281,8617
Virginia,Washington County,54876,53,25109,41897,6063
Wisconsin,Washington County,131887,99,32020,66159,17803
Louisiana,Washington Parish,47168,47,17735,31778,6836
Oklahoma,Washita County,11629,8,23811,46686,1987
Nevada,Washoe County,421407,270,28670,53040,738
Michigan,Washtenaw County,344791,169,33231,59055,34951
North Carolina,Watauga County,51079,28,21854,34293,6329
Minnesota,Watonwan County,11211,,25635,49698,2125
Wisconsin,Waukesha County,389891,278,37577,75850,55688
Wisconsin,Waupaca County,52410,41,25956,50822,9462
Wisconsin,Waushara County,24496,27,22888,43070,4883
Georgia,Wayne County,30099,26,17270,35830,3862
Illinois,Wayne County,16760,19,22526,43605,3259
Indiana,Wayne County,68917,70,21114,38350,11329
Iowa,Wayne County,6403,7,22127,40024,1418
Kentucky,Wayne County,20813,30,16396,29497,3326
Michigan,Wayne County,1820584,1552,22308,41184,230703
Mississippi,Wayne County,20747,15,18928,29925,2884
Missouri,Wayne County,13521,22,18970,33159,3378
Nebraska,Wayne County,9595,5,24448,52147,1315
New York,Wayne County,93772,89,25327,52601,13363
North Carolina,Wayne County,122623,116,21557,41731,16078
Ohio,Wayne County,114520,79,23061,49135,16687
Pennsylvania,Wayne County,52822,53,24005,49313,10028
Tennessee,Wayne County,17021,20,17706,33198,2698
Utah,Wayne County,2778,2,19858,41458,425
West Virginia,Wayne County,42481,53,19497,36964,7014
Virginia,Waynesboro city,21006,22,22872,44847,5865
Tennessee,Weakley County,35021,32,19547,35273,5346
Texas,Webb County,250304,54,14553,39449,19507
Utah,Weber County,231236,66,23106,54974,23388
Georgia,Webster County,2799,2,19082,35718,420
Iowa,Webster County,38013,33,24203,41624,6337
Kentucky,Webster County,13621,16,20337,41415,2060
Mississippi,Webster County,10253,10,19871,35071,1614
Missouri,Webster County,36202,29,18728,33524,2895
Nebraska,Webster County,3812,4,19955,44596,902
West Virginia,Webster County,9154,12,21423,41045,1604
Louisiana,Webster Parish,41207,47,17937,27645,6894
Colorado,Weld County,252825,111,25468,57180,24235
Indiana,Wells County,27636,24,24269,48136,4340
North Dakota,Wells County,4207,4,29301,44132,1221
Louisiana,West Baton Rouge Parish,23788,22,24838,50926,2617
Louisiana,West Carroll Parish,11604,14,17980,33848,1954
Louisiana,West Feliciana Parish,15625,17,21720,61616,1590
New York,Westchester County,949113,591,47984,81946,139122
Pennsylvania,Westmoreland County,365169,361,28051,50736,68877
Virginia,Westmoreland County,17454,26,25245,49157,4248
Wyoming,Weston County,7208,5,28764,55461,1149
West Virginia,Wetzel County,16583,19,21653,37969,3239
Michigan,Wexford County,32735,32,20573,40965,5199
Texas,Wharton County,41280,26,20310,40411,6019
Washington,Whatcom County,201140,138,26530,51939,26640
Montana,Wheatland County,2168,2,17336,31867,448
Georgia,Wheeler County,7421,6,8948,24382,882
Nebraska,Wheeler County,818,2,25898,38807,155
Oregon,Wheeler County,1441,2,24575,37974,420
Texas,Wheeler County,5410,4,30097,51766,995
Arkansas,White County,77076,80,21793,42487,10848
Georgia,White County,27144,30,22059,40670,4754
Illinois,White County,14665,20,25375,42914,3074
Indiana,White County,24643,23,23666,51444,4230
Tennessee,White County,25841,35,18205,34474,4534
Nevada,White Pine County,10030,4,24435,48586,50879
Illinois,Whiteside County,58498,51,24525,47667,10247
Georgia,Whitfield County,102599,77,19497,40471,11445
Indiana,Whitley County,33292,31,24613,51914,4649
Kentucky,Whitley County,35637,54,15960,29769,5084
Washington,Whitman County,44776,13,21208,36257,4257
Montana,Wibaux County,1017,2,27492,41875,243
Kansas,Wichita County,2234,,23799,53018,401
Texas,Wichita County,131500,104,22837,42971,17177
Maryland,Wicomico County,98733,91,25378,51092,21104
Texas,Wilbarger County,13535,11,20373,41658,2108
Alabama,Wilcox County,11670,9,13379,23642,1752
Georgia,Wilcox County,9255,8,13228,32928,1321
Georgia,Wilkes County,10593,10,17120,28983,1971
North Carolina,Wilkes County,69340,78,19029,33159,11778
Minnesota,Wilkin County,6576,,25148,50507,1169
Georgia,Wilkinson County,9563,12,17228,36173,1504
Mississippi,Wilkinson County,9878,9,18717,33618,1364
Illinois,Will County,677560,424,30377,76147,62814
Texas,Willacy County,22134,8,11313,25886,2587
North Dakota,Williams County,22398,17,38738,76210,3328
Ohio,Williams County,37642,34,21350,43089,6031
Virginia,Williamsburg city,14068,7,14845,25849,5212
South Carolina,Williamsburg County,34423,32,23127,48616,5039
Illinois,Williamson County,66357,86,23605,43125,10837
Tennessee,Williamson County,183182,83,41292,89779,17807
Texas,Williamson County,422679,206,31070,71803,37681
Kansas,Wilson County,9409,,19929,38917,1813
North Carolina,Wilson County,81234,75,20972,39204,11517
Tennessee,Wilson County,113993,100,27864,60390,13868
Texas,Wilson County,42918,24,27238,64571,5412
Virginia,Winchester city,26203,19,26060,44200,7934
Connecticut,Windham County,118428,102,27893,59333,15215
Vermont,Windham County,44513,33,28867,50234,7167
Vermont,Windsor County,56670,57,30932,52460,10091
Texas,Winkler County,7110,4,23629,48992,840
Louisiana,Winn Parish,15313,11,16789,34322,2201
Illinois,Winnebago County,295266,252,24495,47072,40715
Iowa,Winnebago County,10866,10,24547,45603,2093
Wisconsin,Winnebago County,166994,120,26955,51010,22336
Iowa,Winneshiek County,21056,13,25062,53122,3547
Minnesota,Winona County,51461,,23421,47468,6891
Alabama,Winston County,24484,26,18995,32900,4333
Mississippi,Winston County,19198,17,18501,30821,3171
West Virginia,Wirt County,5717,9,21852,34702,894
Texas,Wise County,59127,50,25663,56005,7279
Virginia,Wise County,41452,40,19107,36218,3974
Kentucky,Wolfe County,7355,13,14157,22574,1145
Ohio,Wood County,125488,80,26326,52069,15389
Texas,Wood County,41964,57,23129,43649,10148
West Virginia,Wood County,86956,96,24042,42287,14718
Wisconsin,Wood County,74749,63,25961,47685,12762
Iowa,Woodbury County,102172,81,23269,45856,13125
Illinois,Woodford County,38664,27,30926,66639,5722
Kentucky,Woodford County,24939,26,29277,57580,3241
Arkansas,Woodruff County,7260,12,19087,28259,1293
Oklahoma,Woods County,8878,7,26022,51619,1523
Kansas,Woodson County,3309,,21774,33839,750
Oklahoma,Woodward County,20081,11,24922,51867,2848
Maryland,Worcester County,51454,60,32887,57952,12847
Massachusetts,Worcester County,798552,625,31537,65223,102035
Georgia,Worth County,21679,26,18551,35792,3134
Iowa,Worth County,7598,5,26187,50476,1390
Missouri,Worth County,2171,2,22967,39348,4752
Alaska,Wrangell City and Borough,2369,4,28474,45841,374
Iowa,Wright County,13229,11,25827,45205,2769
Minnesota,Wright County,124700,,29623,71598,11934
Missouri,Wright County,18815,19,14752,28645,514
Ohio,Wyandot County,22615,22,22382,44448,3680
Kansas,Wyandotte County,157505,,18957,39402,16805
New York,Wyoming County,42155,35,22700,51100,5723
Pennsylvania,Wyoming County,28276,29,24195,48482,4528
West Virginia,Wyoming County,23796,29,18377,34454,3589
Virginia,Wythe County,29235,28,23219,41275,4854
North Carolina,Yadkin County,38406,41,22726,40371,6241
Washington,Yakima County,243231,132,19433,43506,28122
Alaska,Yakutat City and Borough,662,2,34317,72500,64
Mississippi,Yalobusha County,12678,17,18750,32930,2098
Oregon,Yamhill County,99193,73,24290,54535,13266
North Carolina,Yancey County,17818,24,20257,38579,3672
South Dakota,Yankton County,22438,17,27268,52578,3665
New York,Yates County,25348,23,24457,49335,4216
Arizona,Yavapai County,211033,218,25186,42987,50767
Mississippi,Yazoo County,28065,27,14291,26336,3329
Arkansas,Yell County,22185,24,16992,35535,3417
Minnesota,Yellow Medicine County,10438,,25303,52510,2031
Montana,Yellowstone County,147972,112,27761,51342,20868
Texas,Yoakum County,7879,4,21389,49340,895
California,Yolo County,200849,81,27730,55918,19771
Maine,York County,197131,211,29125,57348,30353
Nebraska,York County,13665,9,28207,49633,2489
Pennsylvania,York County,434972,373,28132,58745,61057
South Carolina,York County,226073,172,26553,53740,25626
Virginia,York County,65464,38,36373,82073,10916
Texas,Young County,18550,21,26979,44429,3422
California,Yuba County,72155,45,19244,44902,7255
Alaska,Yukon-Koyukuk Census Area,5588,4,19729,34710,569
Arizona,Yuma County,195751,122,18840,41595,30646
Colorado,Yuma County,10043,6,22498,44308,1623
Texas,Zapata County,14018,3,16671,31109,1460
Texas,Zavala County,11677,2,12828,25625,1408
South Dakota,Ziebach County,2801,2,12339,32708,195
